,gas_status,fructose_status,diff,abs_diff
LAbrini_12160,143.20297689453005,34.448739715062175,108.75423717946788,108.75423717946788
LAbrini_18620,141.8243626398547,33.65333118002154,108.17103145983317,108.17103145983317
LAbrini_11380,152.49314081364045,45.02944786858018,107.46369294506027,107.46369294506027
LAbrini_00125,141.9642312500195,34.636479700814355,107.32775154920515,107.32775154920515
LAbrini_00740,149.45064256792406,42.70175812522534,106.74888444269872,106.74888444269872
LAbrini_12455,128.88525055046668,22.284386574734043,106.60086397573264,106.60086397573264
LAbrini_17390,162.3746645530124,55.83568427984252,106.53898027316987,106.53898027316987
LAbrini_09570,152.350569722669,46.45915974858054,105.89140997408848,105.89140997408848
LAbrini_11065,138.95946019651623,33.44820752989176,105.51125266662447,105.51125266662447
LAbrini_19425,134.6694969630112,29.169951002732407,105.4995459602788,105.4995459602788
LAbrini_16670,173.4651848442932,68.3642223544782,105.10096248981499,105.10096248981499
LAbrini_04590,139.6011452019522,35.36096864398778,104.24017655796442,104.24017655796442
LAbrini_17755,137.96727809767583,34.03059288584848,103.93668521182735,103.93668521182735
LAbrini_07895,152.68700269479402,49.65041053727899,103.03659215751503,103.03659215751503
LAbrini_09525,149.34698733053,46.328026190913235,103.01896113961676,103.01896113961676
LAbrini_16130,141.93698134333636,38.96298612639779,102.97399521693856,102.97399521693856
LAbrini_04385,133.90086157268155,31.18498011238583,102.71588146029572,102.71588146029572
LAbrini_03435,143.76075514505783,41.39413481214476,102.36662033291307,102.36662033291307
LAbrini_03645,140.39201650621712,38.034118520761794,102.35789798545532,102.35789798545532
LAbrini_16665,163.92525935239198,61.56943014315836,102.35582920923362,102.35582920923362
LAbrini_09990,121.30888201841847,19.870195274340396,101.43868674407807,101.43868674407807
LAbrini_07795,144.16798710257922,43.06304722339,101.10493987918922,101.10493987918922
LAbrini_06625,164.92292821911968,63.85388556425532,101.06904265486436,101.06904265486436
LAbrini_10560,153.07769470987023,52.43604711095044,100.64164759891979,100.64164759891979
LAbrini_06735,127.24913417727078,26.842428983416177,100.4067051938546,100.4067051938546
LAbrini_06295,125.58210864932258,25.26207551504342,100.32003313427916,100.32003313427916
LAbrini_16375,145.589669699905,45.361555341352805,100.22811435855218,100.22811435855218
LAbrini_10140,122.49257858999779,22.61195800553767,99.88062058446012,99.88062058446012
LAbrini_15250,141.7567420547415,41.940127541024445,99.81661451371704,99.81661451371704
LAbrini_09715,161.04646275582436,61.29577259765447,99.7506901581699,99.7506901581699
LAbrini_02060,110.88295307804607,11.163202579071852,99.71975049897422,99.71975049897422
LAbrini_01975,139.9461328546126,40.37198590964488,99.57414694496774,99.57414694496774
LAbrini_13655,131.61098194506786,32.23928157068874,99.37170037437912,99.37170037437912
LAbrini_08625,128.1971619362784,29.077390994827933,99.11977094145047,99.11977094145047
LAbrini_17060,129.70734259999594,30.688051081746725,99.01929151824922,99.01929151824922
LAbrini_06565,194.51064155624434,95.52673078075087,98.98391077549347,98.98391077549347
LAbrini_04655,128.76827695342914,29.810057780689423,98.95821917273972,98.95821917273972
LAbrini_14960,146.6213782977029,47.90433720878524,98.71704108891765,98.71704108891765
LAbrini_00415,122.27081708495558,23.900757994261973,98.37005909069362,98.37005909069362
LAbrini_09315,112.34078756047681,14.21275673291664,98.12803082756017,98.12803082756017
LAbrini_00485,138.38476763674146,40.45666257092804,97.92810506581341,97.92810506581341
LAbrini_00655,152.86037766168263,55.02068566619051,97.83969199549213,97.83969199549213
LAbrini_10755,114.6257226000627,16.809526187689208,97.8161964123735,97.8161964123735
LAbrini_11165,143.7843130858842,46.039165392367835,97.74514769351637,97.74514769351637
LAbrini_09685,128.96911564698706,31.270592171433155,97.69852347555391,97.69852347555391
LAbrini_09730,125.57175861813815,28.242018147707583,97.32974047043056,97.32974047043056
LAbrini_15210,122.71298139241708,25.444702809484692,97.26827858293238,97.26827858293238
LAbrini_04330,113.44857003435895,16.494146941275417,96.95442309308353,96.95442309308353
LAbrini_08315,137.1818277741494,40.41098043867032,96.77084733547909,96.77084733547909
LAbrini_12890,111.75319726630774,14.982359295132634,96.7708379711751,96.7708379711751
LAbrini_09000,121.28833117039925,24.730419984059697,96.55791118633955,96.55791118633955
LAbrini_01180,145.15750246702902,48.702248496421255,96.45525397060777,96.45525397060777
LAbrini_00825,124.73954342412618,28.344092427951797,96.39545099617439,96.39545099617439
LAbrini_00585,147.33348576082346,51.202512490221096,96.13097327060237,96.13097327060237
LAbrini_19545,128.33554402267634,32.39188310973638,95.94366091293996,95.94366091293996
LAbrini_07180,105.84770258634266,9.927277324855124,95.92042526148754,95.92042526148754
LAbrini_13200,107.60614532017044,11.901199803324822,95.70494551684561,95.70494551684561
LAbrini_08815,120.41858273284961,24.76647892969633,95.65210380315328,95.65210380315328
LAbrini_04005,131.77988723561847,36.26373289198267,95.5161543436358,95.5161543436358
LAbrini_07950,135.22990635787835,40.32102471463793,94.90888164324042,94.90888164324042
LAbrini_12030,136.56325479668283,41.915464465746496,94.64779033093633,94.64779033093633
LAbrini_19405,116.36460227964781,22.303171648347234,94.06143063130058,94.06143063130058
LAbrini_00130,111.31431440545869,17.392910895022574,93.92140351043611,93.92140351043611
LAbrini_13795,144.9214281692066,51.05494276361232,93.86648540559428,93.86648540559428
LAbrini_03600,162.04534532360108,68.59401794458091,93.45132737902017,93.45132737902017
LAbrini_14190,140.6509125732551,47.260353958520064,93.39055861473506,93.39055861473506
LAbrini_07815,123.29957810485804,30.3240077523035,92.97557035255454,92.97557035255454
LAbrini_10105,129.0439056315071,36.258197404220645,92.78570822728645,92.78570822728645
LAbrini_12720,105.66156279711247,13.109763002741337,92.55179979437114,92.55179979437114
LAbrini_15135,113.05167238757458,20.63769427942054,92.41397810815404,92.41397810815404
LAbrini_08220,125.14888362463992,32.998961508521134,92.14992211611879,92.14992211611879
LAbrini_08370,149.25897285730932,57.17492316881528,92.08404968849403,92.08404968849403
LAbrini_18490,99.44334084555777,7.472583556282239,91.97075728927553,91.97075728927553
LAbrini_15185,147.77101161431486,56.01524530073791,91.75576631357694,91.75576631357694
LAbrini_10210,120.09749547249768,28.42532710171995,91.67216837077774,91.67216837077774
LAbrini_11775,131.50247048868542,40.014827249690136,91.48764323899528,91.48764323899528
LAbrini_04440,117.3444263402456,25.95111985622246,91.39330648402314,91.39330648402314
LAbrini_01025,121.26525341564492,30.26697005341221,90.99828336223271,90.99828336223271
LAbrini_14540,122.5031327804658,31.711587909255407,90.79154487121039,90.79154487121039
LAbrini_06630,141.15604752225494,50.423712778076805,90.73233474417813,90.73233474417813
LAbrini_04010,110.92574279882925,20.700005986597652,90.22573681223159,90.22573681223159
LAbrini_01240,138.13070379363936,48.201860705143545,89.92884308849581,89.92884308849581
LAbrini_16025,127.40651902690563,37.52199341947277,89.88452560743286,89.88452560743286
LAbrini_05420,120.45023582053012,30.74831198352481,89.70192383700531,89.70192383700531
LAbrini_15585,131.20544288221828,41.80785245071595,89.39759043150232,89.39759043150232
LAbrini_14995,157.3590556105695,68.05543174108473,89.30362386948477,89.30362386948477
LAbrini_16070,119.34769515389678,30.152416421602545,89.19527873229424,89.19527873229424
LAbrini_06380,122.44329373074964,33.37284481532606,89.07044891542358,89.07044891542358
LAbrini_17405,34.94260973416231,124.00458455563857,-89.06197482147627,89.06197482147627
LAbrini_09530,137.18716481407657,48.34772157448978,88.83944323958679,88.83944323958679
LAbrini_01345,151.62737503839725,62.88447398124644,88.74290105715082,88.74290105715082
LAbrini_13100,129.1442507293544,40.73303247266869,88.41121825668571,88.41121825668571
LAbrini_15240,129.79697758529582,41.49838652113354,88.29859106416228,88.29859106416228
LAbrini_09605,124.11112058202295,36.290736853064026,87.82038372895892,87.82038372895892
LAbrini_02425,120.1949761749462,32.442337985149166,87.75263818979704,87.75263818979704
LAbrini_09725,117.78664050842299,30.595318469214654,87.19132203920833,87.19132203920833
LAbrini_06385,121.56776383731527,34.50630737772673,87.06145645958854,87.06145645958854
LAbrini_16975,118.64348491991382,31.747193396059508,86.8962915238543,86.8962915238543
LAbrini_09655,126.48655996526043,39.83369652252197,86.65286344273846,86.65286344273846
LAbrini_08700,157.2363583288285,70.96975783277641,86.26660049605208,86.26660049605208
LAbrini_15460,118.8835412437625,32.7299740919057,86.15356715185679,86.15356715185679
LAbrini_05800,128.18023028081225,42.12449916985555,86.05573111095671,86.05573111095671
LAbrini_10515,123.44314654943857,37.71179368459746,85.73135286484111,85.73135286484111
LAbrini_13015,140.41274101362336,54.731634707044925,85.68110630657844,85.68110630657844
LAbrini_12295,100.83919966161686,15.231335189584534,85.60786447203233,85.60786447203233
LAbrini_15670,112.92793376904388,27.503609069969254,85.42432469907462,85.42432469907462
LAbrini_08810,107.6119371730774,22.35904950401835,85.25288766905905,85.25288766905905
LAbrini_10620,119.58411040748675,34.7165057716659,84.86760463582084,84.86760463582084
LAbrini_03680,106.4219882024661,21.650146344520852,84.77184185794525,84.77184185794525
LAbrini_09025,117.2114266096593,32.483248297378495,84.7281783122808,84.7281783122808
LAbrini_02410,113.12337743661685,28.397278248877985,84.72609918773887,84.72609918773887
LAbrini_02115,98.18082978173393,13.457437742774355,84.72339203895957,84.72339203895957
LAbrini_13560,129.68003900694617,45.0658272609974,84.61421174594878,84.61421174594878
LAbrini_13940,104.39342306676924,19.932533012263445,84.4608900545058,84.4608900545058
LAbrini_07140,99.25607306927283,14.874886070109904,84.38118699916292,84.38118699916292
LAbrini_01230,128.43302279848797,44.156624424194895,84.27639837429308,84.27639837429308
LAbrini_10145,110.80519028986235,26.573405509369366,84.23178478049299,84.23178478049299
LAbrini_18090,97.19933264519169,13.08758229055159,84.1117503546401,84.1117503546401
LAbrini_02405,129.26452512308336,45.534230368107494,83.73029475497586,83.73029475497586
LAbrini_01780,132.74499860243165,49.172526767620006,83.57247183481164,83.57247183481164
LAbrini_19485,166.2762184353749,82.99105257595477,83.28516585942012,83.28516585942012
LAbrini_01490,119.77307662806545,36.59020390039263,83.18287272767282,83.18287272767282
LAbrini_12760,128.7566332726293,45.60169687683024,83.15493639579907,83.15493639579907
LAbrini_13540,138.03782165218198,55.16473515580934,82.87308649637264,82.87308649637264
LAbrini_14490,139.63452279950008,56.933830718829746,82.70069208067034,82.70069208067034
LAbrini_08460,99.82098935919147,17.147049402915712,82.67393995627576,82.67393995627576
LAbrini_09635,125.89195763975933,43.50763817387368,82.38431946588565,82.38431946588565
LAbrini_02645,99.95191493718957,17.71651511754638,82.23539981964319,82.23539981964319
LAbrini_18590,147.51645584607257,65.38247844838074,82.13397739769184,82.13397739769184
LAbrini_12165,150.33714465338508,68.21682396443705,82.12032068894803,82.12032068894803
LAbrini_00160,90.06889940530279,8.173757117208329,81.89514228809446,81.89514228809446
LAbrini_18200,105.56302944242728,23.692110605958813,81.87091883646846,81.87091883646846
LAbrini_16790,134.9987066522992,53.38918966231633,81.60951698998286,81.60951698998286
LAbrini_19330,91.04211593190489,10.035770081543061,81.00634585036183,81.00634585036183
LAbrini_04570,108.81007409917912,27.832507672669074,80.97756642651004,80.97756642651004
LAbrini_09970,105.59090362182673,24.776580968831663,80.81432265299506,80.81432265299506
LAbrini_15795,115.2803867220543,34.549874440332104,80.7305122817222,80.7305122817222
LAbrini_16150,114.80187046886822,34.084637270250184,80.71723319861803,80.71723319861803
LAbrini_17105,109.58439029893572,29.206644458318756,80.37774584061697,80.37774584061697
LAbrini_19015,103.51889426200782,23.171235636901883,80.34765862510594,80.34765862510594
LAbrini_09340,125.03472779794606,44.785622125143675,80.24910567280239,80.24910567280239
LAbrini_19285,112.56424911585407,32.317708886025535,80.24654022982853,80.24654022982853
LAbrini_03420,106.30273324419267,26.22712682427808,80.07560641991458,80.07560641991458
LAbrini_19080,108.02939947228244,28.1232250158857,79.90617445639674,79.90617445639674
LAbrini_15610,103.11733458249147,23.231503842919025,79.88583073957244,79.88583073957244
LAbrini_19455,96.17343752230435,16.34663612800628,79.82680139429807,79.82680139429807
LAbrini_16660,113.63310375226703,33.86292548243865,79.77017826982839,79.77017826982839
LAbrini_09520,115.59748123089537,35.94676775839279,79.65071347250259,79.65071347250259
LAbrini_15515,96.8777165531998,17.30586401938147,79.57185253381833,79.57185253381833
LAbrini_16875,107.98990597615196,28.623523588023918,79.36638238812805,79.36638238812805
LAbrini_13830,143.19358871757842,63.9156951940918,79.27789352348663,79.27789352348663
LAbrini_07210,122.98064497235984,44.25474964776078,78.72589532459907,78.72589532459907
LAbrini_19225,109.52654721112178,31.42661007263379,78.09993713848799,78.09993713848799
LAbrini_06390,121.41204707879197,43.357933466967815,78.05411361182416,78.05411361182416
LAbrini_09455,112.6943916580333,34.72973297534142,77.96465868269188,77.96465868269188
LAbrini_08150,106.65421356815358,28.704318979163794,77.94989458898979,77.94989458898979
LAbrini_00605,93.53799547268883,15.589759144003999,77.94823632868483,77.94823632868483
LAbrini_15675,116.43922456712077,38.54413273105193,77.89509183606884,77.89509183606884
LAbrini_14150,106.50215502582628,29.00468544466498,77.49746958116131,77.49746958116131
LAbrini_04870,97.52272956315682,20.127978578579157,77.39475098457766,77.39475098457766
LAbrini_16300,119.1112816731348,41.73416687152001,77.3771148016148,77.3771148016148
LAbrini_03235,113.98430511379703,36.68350865767871,77.30079645611832,77.30079645611832
LAbrini_09620,110.58546589710487,33.3031219278124,77.28234396929247,77.28234396929247
LAbrini_06790,103.89654338196904,26.69586832703988,77.20067505492916,77.20067505492916
LAbrini_14015,125.42813065856755,48.28363137428696,77.14449928428058,77.14449928428058
LAbrini_16515,100.12742318244642,23.072265366702716,77.05515781574371,77.05515781574371
LAbrini_02525,108.25902377652267,31.51110569129305,76.74791808522961,76.74791808522961
LAbrini_01360,96.36242651157066,19.620396552660658,76.74202995891,76.74202995891
LAbrini_14010,126.3260381709966,49.65020276086556,76.67583541013104,76.67583541013104
LAbrini_01540,107.74283588332203,32.0999296408036,75.64290624251842,75.64290624251842
LAbrini_16865,95.35878369236664,19.716577037846285,75.64220665452035,75.64220665452035
LAbrini_15245,105.29798444883872,29.663484114893972,75.63450033394474,75.63450033394474
LAbrini_06195,127.9326704827385,52.372472840763365,75.56019764197514,75.56019764197514
LAbrini_09665,91.71778221178938,16.447731040001706,75.27005117178769,75.27005117178769
LAbrini_04705,131.79411663899526,56.7655479698223,75.02856866917296,75.02856866917296
LAbrini_01465,124.87374316011523,49.98595339534098,74.88778976477425,74.88778976477425
LAbrini_07780,106.28721472959906,31.713391574576367,74.5738231550227,74.5738231550227
LAbrini_11755,107.22424033374364,32.68582847066328,74.53841186308036,74.53841186308036
LAbrini_19420,91.70213046923797,17.19067387580535,74.51145659343263,74.51145659343263
LAbrini_17345,96.2098904822681,21.72620790340423,74.48368257886386,74.48368257886386
LAbrini_10475,92.97827529584339,18.60561537447732,74.37265992136606,74.37265992136606
LAbrini_16355,125.69556517757697,51.48250766417803,74.21305751339894,74.21305751339894
LAbrini_09610,107.45260518124078,33.282881604829406,74.16972357641137,74.16972357641137
LAbrini_15955,119.80356934923998,45.6366431352778,74.16692621396217,74.16692621396217
LAbrini_18125,108.25692281089088,34.21520255365436,74.04172025723653,74.04172025723653
LAbrini_16145,117.10173529123493,43.100100865309685,74.00163442592525,74.00163442592525
LAbrini_03410,94.15935677070863,20.233567007534994,73.92578976317364,73.92578976317364
LAbrini_04935,95.4417423836412,21.60860192506909,73.8331404585721,73.8331404585721
LAbrini_10190,109.62771588691773,35.80047525311376,73.82724063380397,73.82724063380397
LAbrini_09565,104.76577244244454,30.966439726362033,73.79933271608252,73.79933271608252
LAbrini_15175,101.1438868655944,27.610014805224903,73.53387206036949,73.53387206036949
LAbrini_13390,103.23980175632808,29.74421671000689,73.4955850463212,73.4955850463212
LAbrini_17015,126.00797069001501,52.55922727981827,73.44874341019674,73.44874341019674
LAbrini_03185,89.93702020264115,16.55537209430986,73.38164810833129,73.38164810833129
LAbrini_08355,95.39882338102562,22.23527310981657,73.16355027120905,73.16355027120905
LAbrini_16360,119.69503304092912,46.6172549713438,73.07777806958532,73.07777806958532
LAbrini_11160,102.41812841813721,29.43133886713638,72.98678955100084,72.98678955100084
LAbrini_18150,110.57850598969043,37.675450018640795,72.90305597104964,72.90305597104964
LAbrini_13475,106.38862638037475,33.559813166332205,72.82881321404254,72.82881321404254
LAbrini_09460,88.3290699992508,16.01693803730918,72.31213196194162,72.31213196194162
LAbrini_08125,86.420197760048,14.188046293426334,72.23215146662166,72.23215146662166
LAbrini_03730,95.2036630583687,23.07065046908306,72.13301258928564,72.13301258928564
LAbrini_04620,30.94742415282963,102.97861593461268,-72.03119178178305,72.03119178178305
LAbrini_13850,128.1609424388319,56.377083217730465,71.78385922110144,71.78385922110144
LAbrini_15445,99.66665385180164,28.07342434301714,71.5932295087845,71.5932295087845
LAbrini_01395,85.52037180122505,14.021155180578386,71.49921662064666,71.49921662064666
LAbrini_03170,102.00077727476548,31.011792516936822,70.98898475782866,70.98898475782866
LAbrini_16280,118.55745891428845,47.73358681913592,70.82387209515252,70.82387209515252
LAbrini_10555,117.48515872674713,46.66419673976798,70.82096198697914,70.82096198697914
LAbrini_14000,110.03870648301488,39.4749400946602,70.56376638835468,70.56376638835468
LAbrini_19800,83.02995850365366,12.579492396428714,70.45046610722494,70.45046610722494
LAbrini_16750,93.51676494897947,23.188984111190024,70.32778083778945,70.32778083778945
LAbrini_13305,101.89203695993089,31.58410092813172,70.30793603179917,70.30793603179917
LAbrini_09805,105.49068613290852,35.50435121645238,69.98633491645614,69.98633491645614
LAbrini_18500,78.30777254397589,8.339965194302131,69.96780734967376,69.96780734967376
LAbrini_08085,93.90875193558095,24.05002170196105,69.8587302336199,69.8587302336199
LAbrini_00775,96.20333756213215,26.447622829457078,69.75571473267507,69.75571473267507
LAbrini_00815,98.82876273499303,29.104864518310677,69.72389821668236,69.72389821668236
LAbrini_01690,87.93416943369772,18.346650422806245,69.58751901089147,69.58751901089147
LAbrini_15155,96.20682408236078,26.826829806205662,69.37999427615512,69.37999427615512
LAbrini_17350,99.07407388875173,29.842701773672175,69.23137211507955,69.23137211507955
LAbrini_13650,92.67857795094241,23.55427871614791,69.1242992347945,69.1242992347945
LAbrini_01110,95.15367886715505,26.164352301428167,68.98932656572688,68.98932656572688
LAbrini_11905,94.81054867625704,26.295615070532506,68.51493360572454,68.51493360572454
LAbrini_16925,106.59077561232574,38.092874728982295,68.49790088334345,68.49790088334345
LAbrini_07970,128.53320715244547,60.059616625229374,68.47359052721609,68.47359052721609
LAbrini_08970,98.22589804671935,29.92398860412675,68.3019094425926,68.3019094425926
LAbrini_03580,86.34318170213449,18.07646590941783,68.26671579271665,68.26671579271665
LAbrini_09705,130.774830667366,62.58857241117837,68.18625825618761,68.18625825618761
LAbrini_05400,101.4940639127974,33.314626303030586,68.17943760976681,68.17943760976681
LAbrini_00090,95.76587070835258,27.634940409801388,68.13093029855119,68.13093029855119
LAbrini_18760,81.61364385312646,13.58140537104405,68.0322384820824,68.0322384820824
LAbrini_11865,101.61903159630748,33.75758674265838,67.86144485364909,67.86144485364909
LAbrini_14155,92.4970545389169,25.069373797165607,67.42768074175129,67.42768074175129
LAbrini_19115,85.69016738276211,18.30720774014528,67.38295964261684,67.38295964261684
LAbrini_05440,94.11405203020183,27.07190537995989,67.04214665024195,67.04214665024195
LAbrini_10875,90.5521775955507,23.575350479640555,66.97682711591014,66.97682711591014
