,gene,weighted_distance
2191,LAbrini_15730,63.29388890230937
3497,LAbrini_10070,63.188252899737705
595,LAbrini_03305,63.160068205772895
3570,LAbrini_01375,63.060480830076536
3526,LAbrini_02415,63.03165789014481
913,LAbrini_00585,62.99446567373161
677,LAbrini_08095,62.95192708901659
1632,LAbrini_12695,62.84730575021524
916,LAbrini_20115,62.836066517103255
839,LAbrini_13645,62.771684545667085
2453,LAbrini_15000,62.70564099839234
2381,LAbrini_06495,62.60557732191049
60,LAbrini_14255,62.60134406494898
3228,LAbrini_17350,62.56834722011125
1889,LAbrini_05550,62.42426149505071
1887,LAbrini_11230,62.34650743222682
3324,LAbrini_18615,62.23720265064707
1326,LAbrini_17965,62.23002809839075
833,LAbrini_01300,62.14546250148178
3136,LAbrini_13320,62.03083444913441
2796,LAbrini_09120,61.9655240433963
923,LAbrini_06380,61.95334770079671
723,LAbrini_04885,61.883469350391664
3218,LAbrini_00400,61.74528523728723
1481,LAbrini_10590,61.38956513137761
650,LAbrini_19480,61.35554573018484
3069,LAbrini_06205,61.10329673775289
536,LAbrini_04960,60.912362005161235
2948,LAbrini_14350,60.88833802686594
2279,LAbrini_08985,60.70791805044185
745,LAbrini_10525,60.69715624232024
2324,LAbrini_13765,60.430250219861115
3398,LAbrini_12935,60.43009327464283
2815,LAbrini_17595,60.35406536525934
747,LAbrini_12405,60.28446769278703
1037,LAbrini_17475,60.279404117515526
3351,LAbrini_15535,59.890336951524034
181,LAbrini_07505,59.78037656413626
2518,LAbrini_00410,59.77253501093257
2498,LAbrini_15335,59.73084701960268
3166,LAbrini_17575,59.65141593741144
1564,LAbrini_06950,59.60879035545926
2510,LAbrini_17390,59.60255330136548
1753,LAbrini_08970,59.50649655387217
2021,LAbrini_03690,59.46852646660691
3296,LAbrini_04560,59.43937025124864
894,LAbrini_16925,59.28781969496133
3237,LAbrini_16965,59.25264497944662
35,LAbrini_12985,59.1712465394229
1291,LAbrini_14940,58.97865731205561
310,LAbrini_15850,58.93893046362286
695,LAbrini_19570,58.751652706546054
3074,LAbrini_03520,58.68402715771113
2395,LAbrini_16670,58.639531609555036
3809,LAbrini_11415,58.55615390627535
1487,LAbrini_08160,58.512590691967524
632,LAbrini_12005,58.50795525044921
1816,LAbrini_16220,58.453796462062726
3395,LAbrini_13915,58.3826334226263
2369,LAbrini_06015,58.37291506376128
2569,LAbrini_09740,58.23739148781716
3086,LAbrini_07950,58.1927460825717
3680,LAbrini_20195,58.14067460080679
1781,LAbrini_19455,57.849322851312344
2333,LAbrini_20000,57.82469684069883
1575,LAbrini_18215,57.70573842819635
175,LAbrini_11980,57.701810051195764
3219,LAbrini_09420,57.69767696290226
1634,LAbrini_19100,57.679510705531584
1812,LAbrini_02420,57.600629044864675
3759,LAbrini_17010,57.565370687238506
2541,LAbrini_04280,57.50633320936784
2132,LAbrini_04795,57.40769078596081
355,LAbrini_14445,57.385881162679446
1210,LAbrini_08270,57.3381116295107
1057,LAbrini_12215,57.278666717492946
13,LAbrini_18795,57.25380188930357
2729,LAbrini_09105,57.199120153788876
236,LAbrini_10515,57.17890286025073
1733,LAbrini_17060,57.13332580478433
256,LAbrini_00550,56.97369450760303
404,LAbrini_17910,56.96721418455832
2029,LAbrini_01730,56.88765445666237
2368,LAbrini_04385,56.883343006443525
942,LAbrini_15315,56.829107395931274
1293,LAbrini_10240,56.66172694280485
2038,LAbrini_04665,56.525496888151096
2893,LAbrini_02525,56.51604656107843
3703,LAbrini_15585,56.46421332194519
955,LAbrini_07830,56.37609312461538
1051,LAbrini_16395,56.31075470801424
1474,LAbrini_02325,56.27012700396452
1442,LAbrini_17855,56.213796546178074
1044,LAbrini_11310,56.1930609220244
1198,LAbrini_06565,56.1831189142067
1867,LAbrini_04605,56.14722155456341
393,LAbrini_01800,56.137916371403406
2250,LAbrini_12190,56.057638966423745
222,LAbrini_04040,56.03693197377447
185,LAbrini_07130,56.0281972925028
2380,LAbrini_18960,55.99496823985042
2057,LAbrini_18030,55.923726007966195
469,LAbrini_16840,55.85601337582768
3816,LAbrini_06050,55.80851050112076
1665,LAbrini_17480,55.800800327563586
224,LAbrini_08660,55.76254756661443
2111,LAbrini_07820,55.671216659836524
3272,LAbrini_01430,55.625808104215885
3264,LAbrini_08700,55.53687558693856
950,LAbrini_14725,55.34438711033161
2477,LAbrini_17130,55.31876584181443
3226,LAbrini_05440,55.21692294817519
2095,LAbrini_00030,55.21317091296862
2336,LAbrini_15805,55.208927007606896
1242,LAbrini_04790,55.046983505947225
2910,LAbrini_08625,55.04579350325392
1227,LAbrini_05220,54.91347165860584
2864,LAbrini_10210,54.88986539751819
2701,LAbrini_11795,54.811000756685445
16,LAbrini_19130,54.76234567012839
2584,LAbrini_18970,54.63932561872073
46,LAbrini_02535,54.51190549948045
899,LAbrini_09620,54.51131419669738
832,LAbrini_02445,54.484264377771574
763,LAbrini_19850,54.36751806038773
98,LAbrini_20050,54.33208452695191
710,LAbrini_04055,54.314502302902575
2960,LAbrini_02960,54.28066863555237
2417,LAbrini_19050,54.18737701888371
979,LAbrini_16225,54.15138937090553
884,LAbrini_07140,54.137387711000514
1744,LAbrini_04345,54.11614976821267
2509,LAbrini_03235,54.09323810175723
1270,LAbrini_14010,54.08935241586385
240,LAbrini_06305,54.04546926441625
1749,LAbrini_07215,53.98196472271269
32,LAbrini_01240,53.979473813641576
2726,LAbrini_09555,53.96477216304821
1593,LAbrini_10280,53.87350373729643
1347,LAbrini_15125,53.87051858480722
1668,LAbrini_05510,53.86333774507906
644,LAbrini_03725,53.821598376959386
498,LAbrini_07780,53.79157713683453
3090,LAbrini_16430,53.636236977752915
1087,LAbrini_08965,53.52991469367248
1479,LAbrini_13985,53.500715387016115
3528,LAbrini_07660,53.47674394020981
1808,LAbrini_01915,53.45036485055473
804,LAbrini_09305,53.440282690005965
1880,LAbrini_03530,53.42541377916524
3787,LAbrini_10615,53.31005396561497
319,LAbrini_09950,53.30806999888299
350,LAbrini_00105,53.25656595737959
1748,LAbrini_11045,53.2254538516711
1942,LAbrini_13285,53.148835661861476
1884,LAbrini_14000,53.11104448157509
3281,LAbrini_14945,52.940113671233746
1792,LAbrini_17080,52.926604974468475
2744,LAbrini_08370,52.80183175922908
227,LAbrini_15590,52.68722225175362
3744,LAbrini_19260,52.66467096661041
1857,LAbrini_07895,52.61687950980837
1763,LAbrini_15470,52.550030539786015
780,LAbrini_16420,52.30778574560642
656,LAbrini_02295,52.014639907056875
2691,LAbrini_09900,52.00710658379269
1268,LAbrini_10700,51.888180495880796
2571,LAbrini_10345,51.817091400279516
3501,LAbrini_12180,51.807654779961005
3414,LAbrini_02915,51.78089923078925
2088,LAbrini_05410,51.71112986463139
3289,LAbrini_12225,51.474511670771506
3469,LAbrini_08220,51.43626427013645
3597,LAbrini_11340,51.38296895232992
3208,LAbrini_19545,51.3495194988499
349,LAbrini_06165,51.30307257531895
823,LAbrini_10380,51.27069081795101
3105,LAbrini_20005,51.121888679263606
97,LAbrini_02455,51.095515449251906
2906,LAbrini_00810,51.08761050362489
3336,LAbrini_16300,51.08080033854404
2335,LAbrini_06410,51.0009559638708
954,LAbrini_14170,50.97871170945905
2689,LAbrini_19590,50.968276831354586
1737,LAbrini_09540,50.93852404545595
2492,LAbrini_02470,50.93609311153865
178,LAbrini_09115,50.89845538739002
290,LAbrini_10650,50.85830506192198
2351,LAbrini_08800,50.789699566145174
3646,LAbrini_00690,50.74603075485255
2761,LAbrini_12720,50.74099073588488
2539,LAbrini_19340,50.570140017266475
368,LAbrini_11675,50.44891789637601
1971,LAbrini_12995,50.43200442895563
816,LAbrini_07785,50.423274769162504
1742,LAbrini_11165,50.40041563510013
3598,LAbrini_13935,50.317676153103015
2680,LAbrini_19910,50.23184988775798
2084,LAbrini_02195,50.2069801617652
643,LAbrini_16160,50.15097224343251
1568,LAbrini_15670,50.108359078709555
2617,LAbrini_06200,49.975159194752784
2774,LAbrini_10045,49.94128792043949
3419,LAbrini_07060,49.93884962298674
532,LAbrini_01515,49.89482633692864
3535,LAbrini_08810,49.7613433621775
806,LAbrini_10220,49.703866124985126
926,LAbrini_06750,49.66287303305084
1296,LAbrini_01965,49.656417862696856
906,LAbrini_06640,49.60271950355728
2970,LAbrini_00395,49.5949339846428
2317,LAbrini_07180,49.581220656246934
1583,LAbrini_03115,49.4991005809356
1661,LAbrini_02655,49.469250302041594
519,LAbrini_13795,49.2997677834907
1209,LAbrini_16920,49.200293759058695
3070,LAbrini_16620,48.981783111870676
593,LAbrini_13415,48.934558550127285
3772,LAbrini_09460,48.85779268023435
10,LAbrini_01780,48.82623169282887
2349,LAbrini_06400,48.78590703577648
1137,LAbrini_01960,48.76170452272036
2426,LAbrini_05855,48.72144979768558
1425,LAbrini_05890,48.70492720802114
3150,LAbrini_11645,48.62348662031028
1767,LAbrini_15030,48.59064625004744
3011,LAbrini_11690,48.48086685068933
1705,LAbrini_05900,48.44817986794912
205,LAbrini_05350,48.4052458718303
1464,LAbrini_12025,48.39994570933571
1534,LAbrini_03580,48.388757555035276
2253,LAbrini_19580,48.30550281026354
795,LAbrini_01550,48.265077280229164
2564,LAbrini_06490,48.165109429784756
1042,LAbrini_11880,48.14139661749456
268,LAbrini_04980,48.11470256247402
1935,LAbrini_11015,48.057543611625505
1127,LAbrini_11490,47.98067354976459
1738,LAbrini_08215,47.97606729545534
3762,LAbrini_05085,47.95761306461321
294,LAbrini_14775,47.948076046171536
2684,LAbrini_05170,47.8927031383338
715,LAbrini_00125,47.866971445635734
3614,LAbrini_00590,47.85026096922784
1003,LAbrini_08490,47.71455266280903
3622,LAbrini_03245,47.62744822548607
3154,LAbrini_06055,47.60426997178371
2272,LAbrini_06975,47.57632882113991
1848,LAbrini_17465,47.537300760417814
3802,LAbrini_15630,47.534496220563724
1107,LAbrini_01495,47.488629992586134
530,LAbrini_04500,47.40926870933696
717,LAbrini_15840,47.38997359313099
195,ERCC-00145,47.36536899052314
1501,LAbrini_19420,47.3400661152963
3564,LAbrini_07210,47.234827810207314
2835,LAbrini_06555,47.23242571933993
3083,LAbrini_10040,47.186588531608535
3599,LAbrini_14155,47.12222013056869
1131,LAbrini_19290,47.1134432183478
1382,LAbrini_19205,47.11175554023702
2590,LAbrini_10400,47.05338628898204
703,LAbrini_01370,46.93628448095221
1874,LAbrini_08395,46.93373773290629
3009,LAbrini_06670,46.90246698377792
2297,LAbrini_10050,46.77766292164694
3687,LAbrini_01420,46.768809681163
2176,LAbrini_03425,46.727037597955636
2838,LAbrini_12430,46.67043173281063
299,LAbrini_08710,46.62744261623734
1468,LAbrini_11380,46.591603410668625
2753,LAbrini_02370,46.55521519685835
2406,LAbrini_13785,46.52783834003561
2572,LAbrini_06890,46.50660110465984
3284,LAbrini_01140,46.452454949132516
2268,LAbrini_08230,46.43968664728184
1508,LAbrini_06130,46.43576974412058
2977,LAbrini_02185,46.39193335636376
1782,LAbrini_12815,46.379950024421014
2116,LAbrini_16955,46.3028516050909
486,LAbrini_18295,46.291453698414315
1815,LAbrini_02970,46.290550025562354
3149,LAbrini_00995,46.233874452675686
706,LAbrini_07280,46.151554813256276
3748,LAbrini_02825,46.074333817426904
678,LAbrini_10630,46.033700283708406
3644,LAbrini_06575,45.942589310801225
3167,LAbrini_05420,45.920034487872925
371,LAbrini_19045,45.81828225852712
1560,LAbrini_06255,45.5852864076199
601,LAbrini_18220,45.499041283499075
2276,LAbrini_14175,45.48683182142036
3344,LAbrini_12525,45.45712331605392
2030,LAbrini_19660,45.44715406051043
2428,LAbrini_02155,45.36904872519246
474,LAbrini_17660,45.34838278366415
2506,LAbrini_10440,45.249658304833765
2347,LAbrini_04785,45.22866569724566
1008,LAbrini_08435,45.01417257532295
434,LAbrini_06535,45.012263345707076
245,LAbrini_18300,45.008939964788865
1724,LAbrini_15500,44.86641732266037
2552,LAbrini_18415,44.81115441927347
597,LAbrini_03525,44.750482063960405
3048,LAbrini_13270,44.74913922466272
2671,LAbrini_02310,44.64842838411823
2233,LAbrini_12445,44.647628884112336
1427,LAbrini_07015,44.64606244981109
2640,LAbrini_01090,44.63673788719813
711,LAbrini_13510,44.6356390760526
488,LAbrini_08535,44.626961152103505
1171,LAbrini_10405,44.581263006490005
2743,LAbrini_10755,44.55049295357659
489,LAbrini_10530,44.5275529621522
291,LAbrini_10205,44.52380620214606
109,LAbrini_15680,44.492075737488705
2289,LAbrini_04360,44.473833122576714
1177,LAbrini_16100,44.41932158704904
3797,LAbrini_00855,44.319265457576044
2550,LAbrini_16485,44.304131066303626
1196,LAbrini_14030,44.27218093019521
3204,LAbrini_02125,44.24174540448956
2959,LAbrini_05430,44.216232937594626
1275,LAbrini_05160,44.1238452437915
1354,LAbrini_07545,44.107258357775535
1484,LAbrini_11445,44.08562853858777
2055,LAbrini_01655,44.07033667116008
3353,LAbrini_12395,44.01339355185011
1387,LAbrini_10715,43.95663165815662
3804,LAbrini_10130,43.93312942226446
1929,LAbrini_17105,43.866764074277526
3025,LAbrini_19185,43.76782419029009
277,LAbrini_02550,43.72998524912092
727,LAbrini_10510,43.67588647232068
562,LAbrini_08020,43.64428720868275
3671,LAbrini_10445,43.64367946146788
1617,LAbrini_05375,43.621378713307664
616,LAbrini_00375,43.58148903642931
200,LAbrini_00195,43.52301571473039
446,LAbrini_16805,43.462965537742825
2437,LAbrini_13590,43.43155254212859
1376,LAbrini_11150,43.382733763850446
3288,LAbrini_06385,43.21912405405076
131,LAbrini_15425,43.205638215632085
293,LAbrini_18730,43.06177558989571
660,LAbrini_02090,43.047590362015576
3468,LAbrini_03435,42.92264139126219
3224,LAbrini_18185,42.78209728121121
2938,LAbrini_19375,42.75243506765836
1346,LAbrini_11765,42.69001970513469
561,LAbrini_11755,42.58071845216106
2854,LAbrini_00730,42.371290088475746
3495,LAbrini_17580,42.3661345621641
554,LAbrini_06300,42.32325225174272
1817,LAbrini_17115,42.298425351658935
1697,LAbrini_07035,42.165959916228374
1418,LAbrini_10025,42.150576116897334
3316,LAbrini_06145,42.11007436978986
3046,LAbrini_07700,42.08047433268845
452,LAbrini_02730,41.98647765862881
2185,LAbrini_11660,41.94186766176165
1195,LAbrini_14705,41.913107081695514
853,LAbrini_20185,41.90235252732676
2756,LAbrini_17180,41.82603789271074
1923,LAbrini_18915,41.80821744443537
1169,LAbrini_08855,41.79757180675032
2849,LAbrini_00615,41.62599725384962
3125,LAbrini_01215,41.62030927901928
1138,LAbrini_13515,41.611483037855166
2382,LAbrini_05970,41.51819006716227
2742,LAbrini_19295,41.47529288014473
1276,LAbrini_10860,41.4661566626563
540,LAbrini_08910,41.41083593709463
1898,LAbrini_04050,41.34903157757189
159,LAbrini_17615,41.33737875730565
1768,LAbrini_19285,41.27983353419978
2062,LAbrini_11530,41.25415400905012
934,LAbrini_06705,41.20817501475725
3537,LAbrini_03300,41.171271116426865
172,LAbrini_12490,41.16947761941805
3386,LAbrini_15555,41.16795518431605
1343,LAbrini_00815,41.141771242822486
3602,LAbrini_04440,41.12193395283181
770,LAbrini_14195,41.08658457005288
3549,LAbrini_13875,41.05413266270542
279,LAbrini_06835,41.02880718271815
2717,LAbrini_20105,40.98971080647906
2733,LAbrini_18480,40.95983281486488
3225,LAbrini_11785,40.90866291804663
3337,LAbrini_05455,40.90196347796669
1100,LAbrini_18035,40.86648843919749
1795,LAbrini_12825,40.837746006055546
2361,LAbrini_17860,40.74047807198494
3630,LAbrini_09745,40.70512855447071
3572,LAbrini_08620,40.59408577065101
1082,LAbrini_06390,40.520554840417205
194,LAbrini_01905,40.4399582038553
2802,LAbrini_14985,40.41681791952177
3443,LAbrini_14555,40.351579115062144
2824,LAbrini_12575,40.28747584332733
1579,LAbrini_15260,40.2753594113602
552,LAbrini_01830,40.154758143610366
3746,LAbrini_07795,40.126308486195875
3115,LAbrini_07745,40.10984579766862
513,LAbrini_06740,40.097534091558536
1386,LAbrini_00545,40.01992580824244
1261,LAbrini_13445,40.012581820601454
2964,LAbrini_01025,39.94396529302046
3033,LAbrini_14310,39.92247593913447
461,LAbrini_08540,39.9207879088433
1870,LAbrini_00890,39.89279271452588
3734,LAbrini_13465,39.81866406276577
3426,LAbrini_03185,39.81066467404556
1374,LAbrini_05460,39.80640355358288
3185,LAbrini_05355,39.781021074886844
1926,LAbrini_00425,39.753144032722865
1750,LAbrini_16630,39.72341283423131
1588,LAbrini_10810,39.69459414612308
2357,LAbrini_16070,39.67900685729873
700,LAbrini_05710,39.666632685522565
379,LAbrini_16470,39.581434566313696
3301,LAbrini_09415,39.55377059697596
1409,LAbrini_17190,39.550313335702555
3424,LAbrini_03615,39.543184401733285
249,LAbrini_16290,39.53140673741912
3308,LAbrini_08130,39.52208621500105
1757,LAbrini_14915,39.415805196750355
2604,LAbrini_14420,39.35702328471734
2,LAbrini_02240,39.30645117328106
774,LAbrini_19840,39.24932321648214
1380,LAbrini_09870,39.23197067413722
2150,LAbrini_00575,39.19942595131184
3776,LAbrini_17335,39.149977373585074
1252,LAbrini_01880,39.14454195981105
987,LAbrini_11040,39.11933575212392
605,LAbrini_11200,39.07970526258512
945,LAbrini_18470,38.91162415202021
1333,LAbrini_13925,38.88983822077932
1318,LAbrini_03990,38.83075525978309
1349,LAbrini_11090,38.78343196028117
3242,LAbrini_00670,38.767590990821205
1576,LAbrini_00090,38.69427269062238
3294,LAbrini_04925,38.617518692999255
1584,LAbrini_01820,38.6136765666795
2642,LAbrini_09815,38.565214765036444
2400,LAbrini_15300,38.558034143210875
3448,LAbrini_03160,38.552016767049736
3002,LAbrini_18965,38.533052948716616
2366,LAbrini_04955,38.525699704123475
1421,LAbrini_01060,38.500078565898804
3347,LAbrini_13890,38.49110872134996
999,LAbrini_00580,38.4585707683683
3148,LAbrini_10180,38.42859024517774
255,LAbrini_19800,38.425433882499554
315,LAbrini_10985,38.28745606018062
1664,LAbrini_10295,38.28670939637451
1703,LAbrini_15725,38.28597551080607
963,LAbrini_13305,38.16139725319248
781,LAbrini_09210,38.08949155232362
42,LAbrini_00060,38.075622885582064
2283,LAbrini_06715,38.07531016344387
1401,LAbrini_11305,38.041457493815344
1974,LAbrini_14385,38.016458281885534
893,LAbrini_14730,37.99076608509225
735,LAbrini_02430,37.972311175329615
2352,LAbrini_05165,37.95790181889161
1477,LAbrini_16790,37.9563812026182
3510,LAbrini_05800,37.92858558173663
56,LAbrini_18585,37.87907252470327
1053,LAbrini_07810,37.877297608009854
2585,LAbrini_09000,37.87303032934969
2806,LAbrini_01055,37.85357385617994
2310,LAbrini_00200,37.82814893000279
1537,LAbrini_16500,37.73659454361998
1851,LAbrini_16005,37.727942967415764
1055,LAbrini_01285,37.71594688057008
2810,LAbrini_11130,37.692207612111964
2937,LAbrini_15950,37.66398028642728
329,LAbrini_11890,37.66142622637672
2262,LAbrini_02640,37.661204778284834
1604,LAbrini_06175,37.66076429657604
940,LAbrini_18925,37.657911213820995
191,LAbrini_19145,37.60297927103532
1900,LAbrini_04540,37.60110136577467
2971,LAbrini_07775,37.59540123070262
3674,LAbrini_18975,37.57292130667227
2360,LAbrini_12425,37.527416858469465
483,LAbrini_01220,37.526909951344216
2868,LAbrini_07135,37.5217747008701
1522,LAbrini_18245,37.50211028462306
912,LAbrini_12725,37.460681664046604
834,LAbrini_05470,37.43454626037404
12,LAbrini_15050,37.39004130989215
3210,LAbrini_07840,37.37528757352359
390,LAbrini_02590,37.333418665757186
2162,LAbrini_11285,37.268304179389744
638,LAbrini_19520,37.26377144339313
3767,LAbrini_07170,37.197337556671656
1716,LAbrini_13945,37.13291920380367
3026,LAbrini_01760,37.0999460628736
1383,LAbrini_17345,37.02410901788919
358,LAbrini_16535,37.02318137015517
3019,LAbrini_16480,37.00365795870449
514,LAbrini_12940,36.9843213300454
3378,LAbrini_18605,36.96596301132891
462,LAbrini_14795,36.96210110359485
930,LAbrini_06925,36.95797411737984
1982,LAbrini_19710,36.92949599045547
761,LAbrini_08560,36.91909911382199
2388,LAbrini_10080,36.91110037406835
3056,LAbrini_10300,36.89669951925713
3826,LAbrini_18290,36.8810384249415
2128,LAbrini_15665,36.86333742477231
499,LAbrini_08000,36.83694047195344
581,LAbrini_07005,36.82067430340737
1238,LAbrini_06365,36.77882648416576
2811,LAbrini_14790,36.767580126300444
1344,LAbrini_13725,36.75876840015287
1144,LAbrini_16060,36.74512219344138
1533,LAbrini_01330,36.73413651062281
2372,LAbrini_09895,36.71046171813646
2358,LAbrini_10255,36.625073884053464
1363,LAbrini_02835,36.621310260462906
431,LAbrini_18005,36.61026524349209
1595,LAbrini_14150,36.56637718051958
778,LAbrini_13975,36.55520133791407
2027,LAbrini_16850,36.540390132149575
1090,LAbrini_09650,36.520564335399925
2958,LAbrini_02375,36.4576139533515
91,LAbrini_20075,36.43427928634045
2204,LAbrini_02725,36.38945263192865
2748,LAbrini_14075,36.38346426845599
2696,LAbrini_05145,36.36606668550896
3298,LAbrini_14860,36.342301184376694
1731,LAbrini_05140,36.24439050088754
1972,LAbrini_19035,36.22151389893848
3373,LAbrini_05655,36.135328585395555
2026,LAbrini_04650,36.133235186179284
2985,LAbrini_08555,36.08913497669955
2805,LAbrini_16865,36.082804242371566
1947,LAbrini_06295,36.071878406339486
3283,LAbrini_19345,36.046167268721
3742,LAbrini_04035,36.04383335255162
3527,LAbrini_08795,36.03877722834827
1298,LAbrini_17570,35.965091600311375
1743,LAbrini_11710,35.9467619877403
1685,LAbrini_00525,35.93664704909096
3723,LAbrini_10135,35.904151848077916
2240,LAbrini_10195,35.876781251711776
1300,LAbrini_06755,35.80561322956396
14,LAbrini_03295,35.79506120654119
1631,LAbrini_04200,35.78969029993679
162,LAbrini_13005,35.75349701678372
1600,LAbrini_10270,35.72741395436318
2012,LAbrini_17025,35.719788747091016
1265,LAbrini_14620,35.65624862809348
2556,LAbrini_04475,35.61302066909874
2130,LAbrini_04325,35.5787844300267
298,LAbrini_16815,35.56704504923499
956,LAbrini_02015,35.52145169880417
2265,LAbrini_04165,35.49612195230558
1715,LAbrini_12495,35.49152375404832
296,LAbrini_13695,35.46389849781248
338,LAbrini_07265,35.45430424135221
1920,LAbrini_00530,35.43491226957347
242,LAbrini_09970,35.426010068925834
400,LAbrini_02405,35.39856385143478
2489,LAbrini_00255,35.363416235523225
466,LAbrini_04705,35.32938930271706
2881,LAbrini_04840,35.23669115817723
337,LAbrini_02780,35.222633585933536
2389,LAbrini_11620,35.17450818873916
1366,LAbrini_10230,35.17119122703545
1637,LAbrini_09425,35.09297472529279
1078,LAbrini_20040,35.06790709514171
479,LAbrini_06035,35.00166008262459
2668,LAbrini_06655,34.9133828723513
758,LAbrini_06230,34.854150490928546
2950,LAbrini_09905,34.82489394061261
1786,LAbrini_15620,34.803648600975876
995,LAbrini_13045,34.735469935503055
2517,LAbrini_17955,34.70983218917287
30,LAbrini_01815,34.66405532114331
1912,LAbrini_06260,34.65765599908682
3392,LAbrini_02980,34.652538965884
2801,LAbrini_18010,34.65237351585317
398,LAbrini_18275,34.63348589755919
1720,LAbrini_09185,34.58195081746531
2535,LAbrini_01100,34.52606000504397
3153,LAbrini_02010,34.52338234673941
51,LAbrini_08825,34.4859088807993
2795,LAbrini_09035,34.43928208214481
1608,LAbrini_13325,34.41315491340274
2859,LAbrini_18815,34.41065700181501
2967,LAbrini_12325,34.395865224304934
1351,LAbrini_13655,34.38154308912558
694,LAbrini_19405,34.35628035489109
2930,LAbrini_18560,34.356075798261124
1866,LAbrini_01205,34.333483541481506
1235,LAbrini_00435,34.24151479758326
3601,LAbrini_06045,34.235038818246316
3741,LAbrini_17110,34.1526106326035
3008,LAbrini_01810,34.10422230920899
1059,LAbrini_16745,34.08137332248902
3325,LAbrini_14360,34.018145729553694
2115,LAbrini_16715,34.00207256612429
100,LAbrini_15885,33.999933078210596
2643,LAbrini_15440,33.98286275028723
511,LAbrini_14400,33.97995064515024
3022,LAbrini_17125,33.961321476260494
2475,LAbrini_13740,33.939475949153426
3832,LAbrini_09145,33.93545969232585
423,LAbrini_03765,33.92429064839237
2307,LAbrini_00990,33.91979124032159
193,LAbrini_05020,33.829598568010496
58,LAbrini_15525,33.816480955407755
3319,LAbrini_05530,33.79658215783329
496,LAbrini_14015,33.74653581324945
1426,LAbrini_01575,33.73473326292047
3176,LAbrini_12795,33.67863453692712
3446,LAbrini_04460,33.66876456030786
2269,LAbrini_18610,33.66612988065566
3251,LAbrini_01540,33.65281682223386
3081,LAbrini_16020,33.65138255891824
3775,LAbrini_07900,33.637594705993635
183,LAbrini_18170,33.63024113891409
96,LAbrini_17100,33.62371763214958
2798,LAbrini_02140,33.60994867863288
94,LAbrini_10570,33.57376149952609
2573,LAbrini_10890,33.565649122756156
3162,LAbrini_18280,33.56440880743448
88,LAbrini_06420,33.54515596634499
1569,LAbrini_17455,33.498931803297765
449,LAbrini_09135,33.48955464994752
3402,LAbrini_00510,33.48693966936859
3262,LAbrini_19355,33.47665097775419
2319,LAbrini_17285,33.36173282636997
1162,LAbrini_10330,33.30552586866152
1679,LAbrini_16975,33.29392875296003
3764,LAbrini_05280,33.27796028680836
2876,LAbrini_03740,33.27606892011938
2064,LAbrini_15765,33.248453666968146
3198,LAbrini_04015,33.2140672270189
3647,LAbrini_13355,33.17727425138359
73,LAbrini_05055,33.1676856895692
471,LAbrini_08460,33.1584372545995
365,LAbrini_15890,33.151560139385055
2616,LAbrini_19425,33.103336625370794
2073,LAbrini_17045,33.011843095985526
3297,LAbrini_11535,32.968668532857514
317,LAbrini_11145,32.954621646093976
2641,LAbrini_16540,32.93572694691366
1904,LAbrini_03970,32.922928919827356
234,LAbrini_03630,32.91113621024712
3139,LAbrini_10395,32.89134057959948
3821,LAbrini_00705,32.88675831837852
3609,LAbrini_19445,32.88575610797059
2148,LAbrini_07600,32.86197237166949
2686,LAbrini_04285,32.85867826998787
3123,LAbrini_20060,32.855787832148025
1500,LAbrini_14540,32.839388079540825
370,LAbrini_15635,32.8359972779937
1770,LAbrini_17700,32.82660638540704
2979,LAbrini_06700,32.79744636797287
2008,LAbrini_00695,32.7974315852686
3782,LAbrini_03610,32.793221019431314
166,LAbrini_05845,32.7752315858118
575,LAbrini_02935,32.74624597578658
3631,LAbrini_15775,32.74181145334773
2392,LAbrini_00675,32.73553186261169
3028,LAbrini_12955,32.735393841564694
1197,LAbrini_08125,32.70808204452913
2694,LAbrini_15240,32.62612621771674
3327,LAbrini_14190,32.62187580311948
3823,LAbrini_08575,32.58441388238029
1686,LAbrini_06920,32.574955022254954
2679,LAbrini_08325,32.56668025392093
2852,LAbrini_07510,32.561033192246086
3629,LAbrini_16505,32.502380056473626
2378,LAbrini_19220,32.49562968984277
1465,LAbrini_18420,32.49176569476918
1802,LAbrini_13610,32.46433407212114
1004,LAbrini_02775,32.46189325946545
3133,LAbrini_19585,32.43486239894506
3578,LAbrini_17435,32.33112250037701
1062,LAbrini_13380,32.32007113253029
2900,LAbrini_06980,32.303196165371915
2139,LAbrini_02410,32.28402550061662
951,LAbrini_18955,32.17950740776213
2403,LAbrini_15460,32.15424524718196
3700,LAbrini_01945,32.137175885716076
739,LAbrini_16245,32.13404396552919
3678,LAbrini_09630,32.13015917632548
1379,LAbrini_04105,32.12170193805943
402,LAbrini_19170,32.10458723991178
2674,LAbrini_17950,32.06303347728628
332,LAbrini_16640,32.057055142629544
2777,LAbrini_02790,32.02059670592108
41,LAbrini_13780,32.019792453414524
1223,LAbrini_01555,32.00417438995445
1139,LAbrini_04010,31.996392392592078
420,LAbrini_17450,31.981720784153882
3477,LAbrini_12065,31.91098585992778
2275,LAbrini_07990,31.884417168560603
3277,LAbrini_03075,31.866435638029603
1549,LAbrini_02165,31.79973464914632
553,LAbrini_07725,31.793565453558706
1903,LAbrini_16040,31.750664044486523
3436,LAbrini_06865,31.73483324621454
