,gene,weighted_distance
375,LAbrini_09055,31.66131515029958
2818,LAbrini_19980,31.657483489621047
1456,LAbrini_07255,31.615682903600188
1258,LAbrini_00445,31.514211131563847
3704,LAbrini_01875,31.45676661348382
3077,LAbrini_16065,31.438461862291415
1085,LAbrini_00930,31.408823032715134
2531,LAbrini_08515,31.397565431991488
3361,LAbrini_02440,31.350646861612358
889,LAbrini_13110,31.32294930805716
3520,LAbrini_06195,31.318253621506415
1562,LAbrini_10120,31.312412883299622
2545,LAbrini_14905,31.254012476199435
725,LAbrini_04975,31.240707946208214
1393,LAbrini_08185,31.237978165121895
2547,LAbrini_13300,31.2320567120373
3575,LAbrini_01785,31.213600284007576
1355,LAbrini_01155,31.210734356560707
1248,LAbrini_17040,31.179888542162065
3664,LAbrini_02585,31.17675990429752
1284,LAbrini_15465,31.118049722980004
549,LAbrini_15265,31.113944296162927
2017,LAbrini_14885,31.09556469616141
910,LAbrini_07860,31.040278253625345
231,LAbrini_10000,30.886547061363895
2996,LAbrini_19085,30.84537910555879
952,LAbrini_13715,30.8453456259635
2350,LAbrini_17915,30.836147815333334
2419,LAbrini_00640,30.815469456145188
2348,LAbrini_08550,30.807509581265688
2248,LAbrini_08305,30.79895365978386
3003,LAbrini_11515,30.718696814405792
2808,LAbrini_18545,30.649583492724346
80,LAbrini_11055,30.634299345220377
1246,LAbrini_15065,30.602120488738645
2845,LAbrini_05615,30.59684530771841
3388,LAbrini_11505,30.52150709084801
3779,LAbrini_07515,30.499037780999835
124,LAbrini_00950,30.452964286463253
168,LAbrini_12030,30.39906705954714
1950,LAbrini_01980,30.363396468933708
3755,LAbrini_18080,30.303246947171875
1153,LAbrini_13650,30.226094311249064
1509,LAbrini_13815,30.219666427161208
2768,LAbrini_16960,30.163837153533443
2286,LAbrini_00320,30.150745431785374
2659,LAbrini_09080,30.136242413851424
1287,LAbrini_18325,30.135822424977395
2776,LAbrini_17430,30.087685600426564
2421,LAbrini_17145,30.085905497297368
2384,ERCC-00009,30.059972681804425
2255,LAbrini_10920,30.003493030064156
3453,LAbrini_09590,29.970653428474336
3542,LAbrini_11220,29.96679118854511
2773,LAbrini_08440,29.94527272124468
3293,LAbrini_10620,29.923561821899636
3350,LAbrini_16195,29.900008331746598
1638,LAbrini_09450,29.88265305456728
1842,LAbrini_05750,29.85514698560529
3801,LAbrini_15215,29.837959797855923
1314,LAbrini_11100,29.833768711099125
2842,LAbrini_19165,29.83282967682513
3829,LAbrini_02110,29.725103734017193
3760,LAbrini_03190,29.71275032630528
2737,LAbrini_18265,29.68384927254388
798,LAbrini_01050,29.676456001509912
1829,LAbrini_14115,29.62026860995829
1998,LAbrini_14090,29.584898073302096
3839,LAbrini_09265,29.584670689202447
516,LAbrini_19415,29.58410606532766
1207,LAbrini_12830,29.578937125821913
1551,LAbrini_13350,29.575915140960003
281,LAbrini_10020,29.567849488159947
3020,LAbrini_03110,29.565976231413234
1308,LAbrini_10710,29.556829951707993
2170,LAbrini_15255,29.55587492330699
879,ERCC-00113,29.53016287081928
2623,LAbrini_10935,29.523993227319885
2473,LAbrini_18285,29.518541238316754
520,LAbrini_00780,29.49592813915514
3035,LAbrini_19990,29.46891307199027
3257,LAbrini_03410,29.46579770843175
3697,LAbrini_18570,29.460536681571238
1402,LAbrini_09975,29.446829425352323
1260,LAbrini_02845,29.440774210319006
1832,LAbrini_15070,29.41857714605525
84,LAbrini_08015,29.38989509201029
589,LAbrini_12735,29.377386928494097
3064,LAbrini_04330,29.376926959733748
2432,LAbrini_15550,29.33297231365652
2933,LAbrini_04420,29.31756997549146
653,LAbrini_12415,29.27518645625386
38,LAbrini_09595,29.269816288009967
1204,LAbrini_00480,29.240920427521804
1301,LAbrini_02680,29.230730410935266
2078,LAbrini_18150,29.226332822151136
1826,LAbrini_00600,29.22573154844708
2707,LAbrini_11940,29.201815160293254
2304,LAbrini_10235,29.178744471015698
2666,LAbrini_03485,29.168972391445305
3670,LAbrini_04895,29.136441346678858
980,LAbrini_04365,29.122534171091125
1592,LAbrini_12390,29.1054853062999
1938,LAbrini_06615,29.05951573494511
858,LAbrini_02910,29.054930301458704
3794,LAbrini_06460,28.961282637320625
624,LAbrini_00005,28.960587229623176
3556,LAbrini_00775,28.9560671398678
2190,LAbrini_03590,28.949620935991597
1330,LAbrini_13065,28.947636484280707
2836,LAbrini_05435,28.933441847702973
87,LAbrini_18660,28.915789402013992
569,LAbrini_01500,28.90896703304003
1466,LAbrini_16305,28.879032434835686
410,LAbrini_14585,28.87634534722133
2042,LAbrini_06150,28.854368502767844
160,LAbrini_17735,28.840185511413022
2481,LAbrini_14755,28.837303258659713
1791,LAbrini_05735,28.828560658647575
3263,LAbrini_07390,28.811037971227766
1585,LAbrini_08310,28.801543480157015
2194,LAbrini_08885,28.780997680136437
1101,LAbrini_02760,28.77987495091694
2935,LAbrini_16655,28.7781409153546
1543,LAbrini_07555,28.723629206262334
237,LAbrini_05045,28.713099738098467
939,LAbrini_02620,28.70764997732887
1064,LAbrini_01480,28.70267636771228
2054,LAbrini_03050,28.693677907275422
187,LAbrini_10805,28.690196013322705
1717,LAbrini_19705,28.620910013896474
1174,LAbrini_19175,28.62010165279206
1029,LAbrini_04880,28.565807789887394
2104,LAbrini_15715,28.549539300044753
3158,LAbrini_19135,28.520066257171177
3815,LAbrini_09390,28.493298163353582
3531,LAbrini_07710,28.468079208918617
1046,LAbrini_18460,28.318273179642553
880,ERCC-00042,28.315473624442227
1410,LAbrini_14840,28.28361144061479
2040,LAbrini_16665,28.281672811482533
3441,LAbrini_01200,28.280186208601013
1420,LAbrini_13175,28.237047356088265
1394,LAbrini_10105,28.23138298873831
829,LAbrini_18930,28.22105176137733
3831,LAbrini_08740,28.214754065881543
1687,LAbrini_09515,28.168451578728774
2110,LAbrini_04530,28.136447769487337
3719,LAbrini_07765,28.10670998976946
3239,LAbrini_08850,28.100243609799747
541,LAbrini_18435,28.07277766638252
1581,LAbrini_15285,28.062372381582936
1625,LAbrini_08655,28.016033334994262
2153,LAbrini_18055,27.99987578182541
2888,LAbrini_02380,27.973101340523407
2433,LAbrini_10385,27.97300864998399
2483,LAbrini_09560,27.964803010404967
1999,LAbrini_09675,27.959371607200776
407,LAbrini_12195,27.942005024604327
2273,LAbrini_18310,27.903776475087543
1056,LAbrini_11050,27.830056100664965
3214,LAbrini_01440,27.81513461240409
1655,LAbrini_02605,27.803847539256182
1793,LAbrini_09580,27.80371512040037
2502,LAbrini_19235,27.796348267849822
3472,LAbrini_16910,27.790438811285465
2688,LAbrini_08950,27.740890976625487
1180,LAbrini_00115,27.738397547854017
1675,LAbrini_05405,27.70978170271694
3060,LAbrini_02850,27.66783811432319
3818,LAbrini_17160,27.66724464884502
1648,LAbrini_00475,27.644387414151616
1565,LAbrini_14355,27.596090261051742
508,LAbrini_03205,27.574256380436687
485,LAbrini_15740,27.55023169261431
1772,LAbrini_01510,27.531670668782553
3369,LAbrini_11320,27.457955358007286
1473,LAbrini_16580,27.449563257847423
639,LAbrini_03775,27.432889415837025
1045,LAbrini_03895,27.43043048491866
1217,LAbrini_14760,27.4231277429861
3626,LAbrini_11095,27.400425509056113
1603,LAbrini_14040,27.391986341983266
813,LAbrini_05935,27.355790856998613
1288,LAbrini_04815,27.33441221967988
3050,LAbrini_00485,27.333863424211376
3640,LAbrini_08135,27.32873963149778
3061,LAbrini_10315,27.312029702435677
2945,LAbrini_15530,27.283059908670396
958,LAbrini_14520,27.280879218836752
1722,LAbrini_09775,27.257779535755333
2661,LAbrini_09695,27.253255269248164
292,LAbrini_04225,27.248638305836316
1622,LAbrini_08545,27.244071225249208
79,LAbrini_16185,27.23641610779028
803,LAbrini_01160,27.200091900005607
1307,LAbrini_19195,27.19479495105127
2775,LAbrini_00560,27.153092585074692
2721,LAbrini_07855,27.089127107549256
1255,LAbrini_15075,27.08580138131993
2926,LAbrini_11525,26.980266947733618
3538,LAbrini_20030,26.979505086047567
2513,LAbrini_19065,26.94347259273894
3396,LAbrini_11985,26.892983256363987
827,LAbrini_19380,26.857263168239818
3405,LAbrini_00095,26.793662670105693
1689,LAbrini_01625,26.786214542389022
1771,LAbrini_06900,26.777346671708198
791,LAbrini_10720,26.743236768825174
3793,LAbrini_00905,26.74068326034978
470,LAbrini_06990,26.71595128307719
3065,LAbrini_03030,26.70682914161059
1758,LAbrini_16455,26.697461065756197
1063,LAbrini_10430,26.691807259387737
50,LAbrini_08500,26.66324580891937
2059,LAbrini_03345,26.646230503742395
2216,LAbrini_10925,26.635780863045596
3650,LAbrini_06685,26.613467498123427
3365,LAbrini_14815,26.60252958248248
524,LAbrini_03330,26.583368547657578
2555,LAbrini_09585,26.579046958516074
3269,LAbrini_11665,26.498101940501268
1577,LAbrini_01150,26.473290375968844
1804,LAbrini_02080,26.382392674278403
3276,LAbrini_18860,26.367502716357066
3190,LAbrini_11065,26.354318401770264
2290,LAbrini_16150,26.352283473542297
1166,LAbrini_14545,26.34658872661747
1391,LAbrini_16340,26.345675551777017
2080,LAbrini_06630,26.33596771664744
2669,LAbrini_18365,26.33493362030424
179,LAbrini_13040,26.318756102390573
1624,LAbrini_06455,26.31213656271758
1237,LAbrini_07995,26.269103906891917
1337,LAbrini_15820,26.260699366148565
2362,LAbrini_11255,26.246494762819225
388,LAbrini_15435,26.19784794315498
938,LAbrini_06100,26.138594407681925
2491,LAbrini_18995,26.124129091172954
2108,LAbrini_05765,26.118691007291634
572,LAbrini_16860,26.108219584529238
3121,LAbrini_14330,26.08404676245517
3355,LAbrini_19265,26.071906579803482
1507,LAbrini_15130,26.048584986252294
232,LAbrini_04235,26.02907519174391
2053,LAbrini_01755,25.98913111973212
2662,LAbrini_06190,25.984421208034526
3171,LAbrini_19495,25.980965076473854
2221,LAbrini_18210,25.968772597343232
2340,LAbrini_16380,25.922819845325574
594,LAbrini_14690,25.91866772702189
1224,LAbrini_03960,25.881421559355687
2797,LAbrini_17500,25.864858332104372
3099,LAbrini_09810,25.855521351388052
2126,LAbrini_09715,25.838616455778396
967,LAbrini_19410,25.8316028497834
490,LAbrini_13990,25.791961233972575
3248,LAbrini_01535,25.784581380933687
1647,LAbrini_13435,25.76791545552137
2471,LAbrini_15750,25.758885474564153
1513,LAbrini_12075,25.744705284247853
1076,LAbrini_13585,25.69394852779472
113,LAbrini_11235,25.67789636380095
1996,LAbrini_17055,25.677031728841502
1861,LAbrini_00160,25.582926875880553
3698,LAbrini_02355,25.54134466003868
2676,LAbrini_02230,25.52562566771774
2332,LAbrini_10600,25.507067855935077
2354,LAbrini_12535,25.441387268787967
1285,LAbrini_16525,25.43851591980713
1439,LAbrini_03810,25.378824286961997
1411,LAbrini_00455,25.353251482498003
468,LAbrini_14895,25.31938415876459
738,LAbrini_09490,25.318962818739188
3710,LAbrini_04750,25.27688654642307
1353,LAbrini_00980,25.269864483076983
751,LAbrini_06445,25.25701988776803
3244,LAbrini_12760,25.25079814312211
837,LAbrini_05570,25.246652131945517
1205,LAbrini_03170,25.24604685197367
788,LAbrini_17490,25.220543624135082
2296,LAbrini_08170,25.205154315234218
1914,LAbrini_06785,25.19451086626753
366,LAbrini_15645,25.18854620239241
815,LAbrini_20160,25.166771369012036
3474,LAbrini_01400,25.142380896557558
2784,LAbrini_17920,25.103248321026296
2754,LAbrini_08960,25.087776691693488
3548,LAbrini_09850,25.087774637934565
672,LAbrini_07485,25.068072486448628
1780,LAbrini_14455,25.067946496237603
654,LAbrini_04305,25.045520334082845
1598,LAbrini_05485,25.028204274179235
1334,LAbrini_18665,24.968518497833298
3001,LAbrini_11875,24.909574299982083
2238,LAbrini_15600,24.906773478101112
591,LAbrini_15385,24.891628316610696
1279,LAbrini_03550,24.886075255280332
3518,LAbrini_09360,24.87767070574616
397,LAbrini_10875,24.86176022485239
1273,LAbrini_18260,24.85409922744326
3126,LAbrini_06325,24.842747773649972
330,LAbrini_08720,24.819875310921276
503,LAbrini_14645,24.80717155156387
258,LAbrini_15170,24.806330144176705
2458,LAbrini_16680,24.794362550931012
1966,LAbrini_10390,24.793464761602312
1761,LAbrini_01005,24.776111135707314
3047,LAbrini_12115,24.756730731125206
1803,LAbrini_18410,24.7546715431898
3817,LAbrini_08445,24.65709360957549
886,LAbrini_17585,24.653558096929572
1877,LAbrini_13530,24.634509300449636
2988,LAbrini_01885,24.61662453669784
3182,LAbrini_00370,24.616519124955097
3675,LAbrini_15100,24.588182804452067
210,LAbrini_18225,24.570449286889218
2086,LAbrini_03005,24.56300858832284
137,LAbrini_00610,24.547657993040783
2655,LAbrini_08730,24.523224689796017
2553,LAbrini_01170,24.44145826125545
2252,LAbrini_15515,24.417037795413155
1471,LAbrini_14125,24.403044660891087
3778,LAbrini_18550,24.384886471417705
3761,LAbrini_08085,24.38305925305926
3157,LAbrini_01940,24.36381290513542
2156,LAbrini_05925,24.32581692463131
1065,LAbrini_19150,24.299819972950964
2314,LAbrini_15560,24.299769149365417
3636,LAbrini_07325,24.289829101173332
450,LAbrini_07670,24.27087588508526
6,LAbrini_05065,24.241716177008698
3018,LAbrini_03920,24.23630268304273
3543,LAbrini_06425,24.212309901676864
65,LAbrini_14465,24.177134638275096
1830,LAbrini_05665,24.154607992179983
928,LAbrini_20215,24.14220213737362
1969,LAbrini_13845,24.13264400711349
374,LAbrini_16990,24.116771660372066
3752,LAbrini_03980,24.102126173488248
3258,LAbrini_14590,24.05316468606027
2614,LAbrini_07985,24.051484830353566
1341,LAbrini_17600,24.037516329116293
2637,LAbrini_04515,24.010714842000738
3097,LAbrini_14025,24.010324834907482
3406,LAbrini_14215,24.007395704526484
3326,LAbrini_09140,23.977427001358965
1823,LAbrini_16310,23.97417875196743
1419,LAbrini_10645,23.95427077989192
664,LAbrini_12585,23.938431410330185
2134,LAbrini_06855,23.932105936552027
3632,LAbrini_06635,23.912356153995884
273,LAbrini_03680,23.89586009738087
198,LAbrini_10350,23.847271006464076
207,LAbrini_10555,23.806869752637663
2736,LAbrini_14335,23.80144201346827
991,LAbrini_11960,23.777371129308854
1115,LAbrini_19935,23.748970665070654
583,LAbrini_14575,23.73789340943244
287,LAbrini_17525,23.68350888267635
3238,LAbrini_10905,23.67277311761267
321,LAbrini_16155,23.63487550053775
701,LAbrini_12505,23.591616064967965
1271,LAbrini_03080,23.579712628498772
3291,LAbrini_04220,23.574558764718617
784,LAbrini_00250,23.573467525933467
1707,LAbrini_04985,23.53848369482475
3492,LAbrini_07125,23.536524405735637
3688,LAbrini_06905,23.532962081601983
3341,LAbrini_16880,23.50714954556016
631,LAbrini_04860,23.49829869089268
2575,LAbrini_16370,23.493270479565474
2965,LAbrini_16770,23.485837397454446
976,LAbrini_06580,23.467083809209754
2860,LAbrini_04075,23.400753571569844
3084,LAbrini_06800,23.345232443094396
3189,LAbrini_02685,23.339877117339107
742,LAbrini_07490,23.322471448324574
438,LAbrini_02560,23.319256297617123
3463,LAbrini_03100,23.300964544672023
1799,LAbrini_15545,23.292111463745705
2574,LAbrini_16650,23.27687276267457
2311,LAbrini_07120,23.244173958361127
3758,LAbrini_09570,23.228598798082892
3798,LAbrini_11080,23.209129208916984
587,LAbrini_12705,23.18886472770356
248,LAbrini_03945,23.168270100577573
3550,LAbrini_18450,23.152703972323224
413,LAbrini_09725,23.150322526423267
842,LAbrini_09085,23.137597001013713
1995,LAbrini_12620,23.12472392076729
3057,LAbrini_06135,23.109719324656332
2188,LAbrini_11035,23.0862350656244
3561,LAbrini_16140,23.08606928404793
3367,LAbrini_17800,23.064813971144666
1841,LAbrini_02300,23.013284015575366
1544,LAbrini_14770,22.99979621497555
3603,LAbrini_07430,22.989603342035565
2251,LAbrini_08115,22.98440376649787
3471,LAbrini_14480,22.93177234401626
2085,LAbrini_00350,22.91369451416602
1458,LAbrini_05915,22.90985315282372
1497,LAbrini_09795,22.8876631712519
869,LAbrini_06430,22.834105826172237
395,LAbrini_13940,22.822458315404035
3552,LAbrini_02170,22.81420996599352
1953,LAbrini_12840,22.799670983802493
1446,LAbrini_19845,22.79358050837192
1607,LAbrini_15835,22.789951097482458
2023,LAbrini_09525,22.776149032854594
3504,LAbrini_16210,22.769835911157752
3340,LAbrini_07720,22.74952988157052
611,LAbrini_08595,22.736387430431513
3813,LAbrini_00460,22.719003440074122
790,LAbrini_13120,22.715605216963286
3093,LAbrini_04905,22.699915880511025
111,LAbrini_01735,22.699691810533906
2090,LAbrini_03640,22.680507301439935
983,LAbrini_09600,22.662272608220558
3036,LAbrini_11905,22.66219535979608
3323,LAbrini_12650,22.661418211130187
2758,LAbrini_16940,22.660790426468616
1913,LAbrini_09365,22.589194295118382
2559,LAbrini_09510,22.586658171197456
2321,LAbrini_03335,22.581326153484962
771,LAbrini_16950,22.554283581002153
1179,LAbrini_07940,22.550691523511134
2497,LAbrini_11970,22.548958488960004
259,LAbrini_07155,22.536180792895287
2905,LAbrini_03655,22.52769355842944
2479,LAbrini_19930,22.52044547267918
3476,LAbrini_14375,22.511017144342148
2846,LAbrini_13685,22.5069423686527
1958,LAbrini_15060,22.506063913373378
1412,LAbrini_19615,22.495112487608615
1157,LAbrini_19895,22.472373695994506
2857,LAbrini_12555,22.4588915735343
1336,LAbrini_04485,22.448570998454276
1243,LAbrini_12330,22.443058417613937
396,LAbrini_02315,22.433504683724614
900,LAbrini_12615,22.43231921974186
1729,LAbrini_07560,22.424433734751204
3375,LAbrini_03490,22.405285309942784
265,LAbrini_00185,22.380177098532943
2329,LAbrini_13360,22.367253722040214
154,LAbrini_09980,22.35767332075134
128,LAbrini_20130,22.350495198020592
2902,LAbrini_15690,22.332523696936114
115,LAbrini_14080,22.322358475955063
20,LAbrini_11425,22.279169679721463
3425,LAbrini_06645,22.278604305111013
3254,LAbrini_13965,22.270372101648327
2530,LAbrini_19900,22.170282888227028
917,LAbrini_07970,22.151485498482284
2127,LAbrini_16375,22.13702245062531
2353,LAbrini_07270,22.113906749542654
2912,LAbrini_02745,22.0974423524733
3765,LAbrini_03865,22.094466941716217
1806,LAbrini_17075,22.069154097891452
1916,LAbrini_02865,22.049778878274786
3427,LAbrini_14990,22.038761962612114
2166,LAbrini_16145,22.018232025265487
1221,LAbrini_16320,21.996073117414227
1005,LAbrini_15790,21.98979427823958
2781,LAbrini_13660,21.966604762801495
3481,LAbrini_01790,21.933676399714994
3370,LAbrini_15795,21.928784999480005
922,LAbrini_09710,21.925009619157784
3231,LAbrini_13405,21.92253436445684
251,LAbrini_12050,21.92214177289157
750,LAbrini_19070,21.91429991196501
140,LAbrini_20015,21.913032619173748
2522,LAbrini_15270,21.904296851947578
324,LAbrini_11450,21.89891045579846
1847,LAbrini_11670,21.88729587008266
3178,LAbrini_00065,21.86812569079645
269,LAbrini_01280,21.85819127703997
3255,LAbrini_14145,21.850463356709202
2003,LAbrini_16695,21.837113015126516
456,LAbrini_13500,21.82494146020216
2093,LAbrini_07665,21.822471743378827
1158,LAbrini_13420,21.79151006162299
1698,LAbrini_02600,21.78590859016044
764,LAbrini_08285,21.766205026723284
1994,LAbrini_06005,21.7639053469485
782,LAbrini_00220,21.761728034595627
3184,LAbrini_14035,21.733387545501245
99,LAbrini_01925,21.702228285421878
2045,LAbrini_04555,21.683089000705102
1151,LAbrini_08390,21.667515403817116
1602,LAbrini_12920,21.659544877869944
3041,LAbrini_16240,21.645660067149723
1482,LAbrini_12400,21.638139658537007
3717,LAbrini_15415,21.626770324962
93,LAbrini_16115,21.578172705866127
2068,LAbrini_04175,21.56716545877082
2271,LAbrini_10155,21.55588585574054
1502,LAbrini_06235,21.513316019448126
3377,LAbrini_13370,21.509101013556208
2081,LAbrini_16315,21.48697339535888
2225,LAbrini_05560,21.485595697519447
220,LAbrini_08330,21.47356094956885
387,LAbrini_00415,21.46309490805911
1488,LAbrini_10795,21.460617909857437
2992,LAbrini_14925,21.448338292675547
3131,LAbrini_03670,21.444926053132114
435,LAbrini_08145,21.435772323651715
3299,LAbrini_05070,21.4241404799609
3536,LAbrini_08275,21.422271235037858
1230,LAbrini_16970,21.399887878535264
684,LAbrini_17360,21.39979764581641
1891,LAbrini_00175,21.39885851570489
1018,LAbrini_15195,21.394650441391025
2091,LAbrini_06355,21.36621259317989
3478,LAbrini_02595,21.363891918134428
2548,LAbrini_15155,21.355731396207318
2620,LAbrini_14665,21.346284692747272
2887,LAbrini_13620,21.33815571076408
3639,LAbrini_12975,21.334633189812724
43,LAbrini_06550,21.31980138241801
2901,LAbrini_01120,21.310707107425756
1129,LAbrini_18985,21.300194148740644
3594,LAbrini_06110,21.264011849629483
2878,LAbrini_06020,21.23083547728887
2975,LAbrini_03355,21.209543452272023
1955,LAbrini_13640,21.19862369449329
346,LAbrini_08400,21.190322008217386
2219,LAbrini_17795,21.172901440854194
3413,LAbrini_18020,21.140721692811304
1659,LAbrini_19575,21.126862304662577
2495,LAbrini_16050,21.105905481638747
1432,LAbrini_16280,21.098775103012642
34,LAbrini_04675,21.09594553959313
2393,LAbrini_08320,21.092934268068934
1894,LAbrini_01335,21.08897786814395
2997,LAbrini_09530,21.06682135836426
1034,LAbrini_04800,21.057454747308213
2961,LAbrini_09865,21.044462678879903
114,LAbrini_01520,21.037525058942315
1304,LAbrini_13470,21.02503898108921
982,LAbrini_08990,20.999494663142162
2264,LAbrini_16490,20.99614502694297
2525,LAbrini_13720,20.992139043896383
3144,LAbrini_01615,20.981533549367274
1011,LAbrini_04495,20.975384979873294
29,LAbrini_00075,20.972064718134163
3795,LAbrini_08640,20.957114792552037
895,LAbrini_04525,20.922189342873754
2534,LAbrini_03565,20.921857019271016
1187,LAbrini_02050,20.920496130494197
2468,LAbrini_16720,20.912796039125105
3461,LAbrini_05955,20.909619376220494
996,LAbrini_17785,20.89402865586733
1708,LAbrini_16365,20.87737692448163
2244,LAbrini_02830,20.843537655210405
1356,LAbrini_04025,20.836859577469315
363,LAbrini_08040,20.82306895586556
3089,LAbrini_02030,20.82225671621649
463,LAbrini_18625,20.79432864718024
1529,LAbrini_02275,20.778709863763677
918,LAbrini_11485,20.765530767531043
2482,LAbrini_06040,20.761133905119113
709,LAbrini_15660,20.75568075355408
2557,LAbrini_06820,20.75179251104503
903,LAbrini_15770,20.70288292651441
3792,LAbrini_00265,20.687577090812812
3725,LAbrini_17805,20.66761665743365
2270,LAbrini_13615,20.634571550289554
3098,LAbrini_16450,20.63297398098552
57,LAbrini_04060,20.63093145447598
3292,LAbrini_14530,20.619030112897217
360,LAbrini_17230,20.61467102649924
2800,LAbrini_09550,20.613227679120566
1069,LAbrini_06340,20.612912543337742
1820,LAbrini_17290,20.59880573710223
3152,LAbrini_05790,20.59698415354969
3824,LAbrini_12245,20.572158186113377
3655,LAbrini_06620,20.567575238476245
1777,LAbrini_17375,20.56583024967658
885,LAbrini_17485,20.565092712434407
192,LAbrini_10065,20.549380010251983
2956,LAbrini_06450,20.53049568627772
1973,LAbrini_15375,20.528208668876076
754,LAbrini_05985,20.518880294191742
206,LAbrini_13730,20.516985852246396
901,LAbrini_02400,20.507129141306972
3421,LAbrini_19485,20.477203306243545
3729,LAbrini_17895,20.4748449866346
21,LAbrini_19970,20.45746013820897
824,LAbrini_05950,20.412089383080847
843,LAbrini_20010,20.40315224778623
437,LAbrini_00440,20.40170882674331
838,LAbrini_16180,20.392437596650314
667,LAbrini_16325,20.378130642521207
2174,LAbrini_17830,20.37721528625963
3342,LAbrini_18630,20.37485392945206
1700,LAbrini_06945,20.35582581372234
2205,LAbrini_12310,20.34986151380661
932,LAbrini_08240,20.333885941505788
2337,LAbrini_03495,20.333249200800907
2033,LAbrini_16135,20.313088298712053
3023,LAbrini_05135,20.28811756802553
734,LAbrini_17265,20.271614600032503
1580,LAbrini_06845,20.269327337130427
716,LAbrini_06435,20.26668477809072
1282,LAbrini_14935,20.24783725298944
2181,LAbrini_04620,20.245815858299164
68,LAbrini_04350,20.237440853122912
2778,LAbrini_14615,20.23117085710517
1859,LAbrini_12230,20.21594398632202
1281,LAbrini_19120,20.195397882694166
1094,LAbrini_12200,20.167569140925576
3101,LAbrini_19155,20.164354240460284
3044,LAbrini_17315,20.14767431126829
2430,LAbrini_06315,20.143147343612902
3273,LAbrini_04565,20.09811368285433
3435,LAbrini_03685,20.068141306736116
1422,LAbrini_06825,20.03520637607955
3720,LAbrini_05130,20.02958681008931
381,LAbrini_02750,20.025587048413243
2048,LAbrini_08675,20.024350546365522
1949,LAbrini_00280,20.021001172038602
2171,LAbrini_02765,20.00487496870307
3112,LAbrini_14640,19.99678973150764
2002,LAbrini_19905,19.98960968703765
3135,LAbrini_04755,19.97378091332201
571,LAbrini_07530,19.964823049804224
214,LAbrini_15395,19.938260084186933
1404,LAbrini_18390,19.936361327007365
303,LAbrini_07690,19.926393358935506
53,LAbrini_15295,19.885472213279467
719,LAbrini_19515,19.858932096398505
1322,LAbrini_09215,19.840237890927483
340,LAbrini_01490,19.825692590338207
1086,LAbrini_16795,19.791800252296017
3833,LAbrini_18340,19.775989885750977
647,LAbrini_03815,19.75932382490368
3209,LAbrini_19875,19.734387788546808
336,LAbrini_18475,19.725683299682753
740,LAbrini_12875,19.69845736895888
690,LAbrini_15230,19.69202591253111
134,LAbrini_03555,19.68314759747841
984,LAbrini_16845,19.674662059907714
720,LAbrini_13385,19.653931772384972
2465,LAbrini_01955,19.64762054949244
1635,LAbrini_03415,19.634693147506685
610,LAbrini_19040,19.62782091856759
2207,LAbrini_15250,19.620133327711557
2994,LAbrini_17000,19.562523698315854
981,LAbrini_02755,19.562379457488515
2049,LAbrini_17250,19.562177844439717
3175,LAbrini_04445,19.542669340419696
2404,LAbrini_07220,19.52026772016186
1017,LAbrini_11430,19.476805567503156
2599,LAbrini_02950,19.466187420703186
760,LAbrini_16585,19.451411950250314
2929,LAbrini_03460,19.436994485425473
2633,LAbrini_20055,19.43088526109593
3,LAbrini_12035,19.38625176271843
3684,LAbrini_01970,19.367783474940165
8,LAbrini_19805,19.362906432945255
3039,ERCC-00053,19.346965787366045
944,LAbrini_06465,19.318483207292214
1470,LAbrini_02255,19.31525772729532
3695,LAbrini_17975,19.2980843091096
3054,LAbrini_07090,19.281958285476613
1244,LAbrini_07085,19.244035112317135
1450,LAbrini_09575,19.24181379191524
1800,LAbrini_19820,19.234708906239685
1277,LAbrini_16875,19.232744027809176
3420,LAbrini_09075,19.20581400536964
1660,LAbrini_01095,19.189635600702204
23,LAbrini_18685,19.1823684811168
2459,LAbrini_07290,19.177327985245306
3686,LAbrini_16200,19.17139230830563
1790,LAbrini_11180,19.17074389419508
3645,LAbrini_03310,19.16579036575697
2215,LAbrini_00110,19.15712205316686
1696,LAbrini_15055,19.150927257526373
2516,LAbrini_11020,19.149166208469474
1294,LAbrini_05830,19.13941581678074
2941,LAbrini_02615,19.13594203526165
947,LAbrini_19975,19.124281084991974
1684,LAbrini_07955,19.099469462391156
3230,LAbrini_05815,19.09230197668168
924,LAbrini_14810,19.072595749701883
3763,LAbrini_13540,19.069157497998795
807,LAbrini_14980,19.064225041844754
1124,LAbrini_05515,19.048977878690614
2282,LAbrini_00285,18.99406630281793
872,LAbrini_02815,18.985165511104704
2167,LAbrini_08300,18.96795491293425
1172,LAbrini_04380,18.94075279527208
2783,LAbrini_10960,18.905141215954473
2145,LAbrini_19560,18.895997007455904
212,LAbrini_16705,18.87535570035374
3534,LAbrini_03560,18.87158064632282
197,LAbrini_11315,18.841050583791983
1840,LAbrini_07650,18.833596539560908
1886,LAbrini_09090,18.83099199256904
671,LAbrini_07405,18.817359035686398
2505,LAbrini_13460,18.787276214144864
2228,LAbrini_05520,18.77059669524979
327,LAbrini_02975,18.731570799073218
408,LAbrini_15110,18.70748537435948
3393,LAbrini_04760,18.67659594411868
728,LAbrini_06585,18.657402743186868
1542,LAbrini_18200,18.65738133262588
3493,LAbrini_01045,18.648553616198026
